gene_id	gene	Macs_1	Macs_2	Macs_3	Macs+DRG_1	Macs+DRG_2	Macs+DRG_3	Macs+TGF_1	Macs+TGF_2	Macs+TGF_3
ENSMUSG00000044816	D630023F18Rik	14.61333084	24.17302624	6.198987043	25.29322736	32.03753248	9.966570647	20.29125284	26.22232321	11.36249501
ENSMUSG00000025950	Idh1	19318.82337	15559.37122	16948.80545	19912.00662	16843.14665	18967.04838	18280.16423	17853.03172	17332.34989
ENSMUSG00000025949	Pikfyve	8730.653324	9074.09361	9816.870856	13875.58734	13433.10295	11828.32604	8990.528065	8275.328166	9958.09063
ENSMUSG00000025946	Pth2r	0	5.755482437	1.549746761	6.236686199	11.72104847	5.315504345	1.503055766	0	0
ENSMUSG00000082774	Gm8805	3.247406853	2.302192975	0	0.692965133	3.125612925	1.328876086	0	2.185193601	0
ENSMUSG00000083242	Gm15659	1.623703426	0	0	0.346482567	0.781403231	0	0	0	0
ENSMUSG00000083289	Gm8812	0	0	0	0.692965133	0	0	0	0	4.544998006
ENSMUSG00000015222	Map2	81.18517132	77.12346466	98.40891931	57.16962349	62.51225851	81.72587931	124.7536286	198.8526177	99.98995612
ENSMUSG00000055567	Unc80	1.623703426	2.302192975	0	0.346482567	0	0.664438043	1.503055766	8.740774403	0
ENSMUSG00000026005	Rpe	4335.288148	4602.083757	3975.100441	4610.989996	4443.840177	4946.741231	4866.894571	4663.203144	3965.51076
ENSMUSG00000026004	Kansl1l	1170.69017	948.5035056	1167.734184	1623.96379	1447.940188	1623.222139	1482.764513	1260.856708	1381.679394
ENSMUSG00000102559	RP24-429G21.5	24.3555514	17.26644731	55.79088339	80.73043802	103.1452265	47.83953911	42.08556145	15.2963552	36.35998404
ENSMUSG00000102374	RP24-429G21.4	14.61333084	26.47521921	72.83809776	95.97567095	132.8385493	88.37025974	50.35236816	50.25945281	45.44998006
ENSMUSG00000102776	RP24-429G21.3	19.48444112	23.02192975	44.94265606	57.86258862	114.0848718	37.87296846	38.32792203	59.00022722	34.08748504
ENSMUSG00000082057	Gm15789	1.623703426	0	11.62310071	21.13543656	17.19087109	2.657752173	6.763750947	6.555580802	22.72499003
ENSMUSG00000103706	RP24-429G21.2	32.47406853	112.8074558	120.105374	247.04207	221.9185177	123.585476	108.971543	89.59293763	99.98995612
ENSMUSG00000103756	RP24-429G21.1	21.10814454	41.43947355	42.61803592	78.30506005	73.45190374	66.44380431	42.83708933	34.96309761	54.53997607
ENSMUSG00000103382	RP24-429G21.6	6.494813705	0	1.549746761	5.197238499	0	0	0	2.185193601	0
ENSMUSG00000103553	RP24-429G21.7	37.34517881	39.13728057	52.69138987	65.13872252	104.708033	86.37694561	53.3584797	54.62984002	65.90247108
ENSMUSG00000026003	Acadl	12166.40977	12302.91926	10979.9558	11597.11799	11038.10205	11534.64443	12613.64399	11987.97209	11048.89015
ENSMUSG00000082769	Gm15793	19.48444112	74.82127168	34.86930212	62.02037942	53.13541973	43.85291085	39.07944992	59.00022722	63.62997208
ENSMUSG00000077328	Gm25832	0	0	0.77487338	0	0.781403231	0	0	0	0
ENSMUSG00000094191	Rpl31-ps14	6.494813705	2.302192975	0.77487338	1.732412833	0	3.322190216	2.254583649	0	6.817497008
ENSMUSG00000026000	Lancl1	1917.593747	2296.437492	2010.021549	1824.230713	1703.459044	1625.215454	2146.363634	2137.119341	2011.161617
ENSMUSG00000062209	Erbb4	1.623703426	0	0	1.385930266	0.781403231	6.644380431	0	0	0
ENSMUSG00000084332	Gm8840	1.623703426	0	0	0.346482567	0	0	0	0	0
ENSMUSG00000100354	Gm29113	0	0	0	1.385930266	3.125612925	0	0	0	0
ENSMUSG00000101156	Gm29114	0	0	0.77487338	3.118343099	0	0	0	2.185193601	0
ENSMUSG00000025997	Ikzf2	95.79850216	124.3184206	99.95866607	286.5410826	221.1371145	241.8554477	103.7108479	74.29658242	104.5349541
ENSMUSG00000100815	Gm29112	0	0	0	0.346482567	5.469822619	0	0	0	0
ENSMUSG00000099954	Gm28112	0	0	3.099493522	3.811308233	20.31648401	0	0	0	0
ENSMUSG00000101730	Gm28580	1.623703426	0	0	1.0394477	0.781403231	0.664438043	0	0	0
ENSMUSG00000045648	Vwc2l	0	0	0	3.464825666	0	0.664438043	0	0	0
ENSMUSG00000026196	Bard1	3057.433552	2771.840342	2829.837585	2940.597543	3027.937521	2728.182605	2884.364015	3085.493364	3079.236149
ENSMUSG00000089965	Gm16236	16.23703426	29.92850867	25.57082155	51.62590242	50.79121004	18.60426521	30.8126432	17.48154881	40.90498205
ENSMUSG00000101551	Gm8870	1.623703426	0	0	0.346482567	0.781403231	0	0	0	0
ENSMUSG00000050296	Abca12	0	0	3.099493522	0	2.344209694	0	0	0	0
ENSMUSG00000026192	Atic	8284.134881	8506.603042	6654.612591	7989.541503	8989.262773	9093.499059	7696.39705	8533.18101	7162.916857
ENSMUSG00000026193	Fn1	128.2725707	80.57675412	32.54468198	13015.9641	13112.72762	11245.61388	207.4216957	297.1863297	72.71996809
ENSMUSG00000073652	Apol7d	0	0	0.77487338	6.583168765	9.376838776	6.644380431	0	0	2.272499003
ENSMUSG00000101834	Gm5829	0	0	0	0.346482567	0.781403231	1.328876086	0	2.185193601	0
ENSMUSG00000100319	Gm5256	1.623703426	3.453289462	0.77487338	0.346482567	0.781403231	1.993314129	3.006111532	2.185193601	0
ENSMUSG00000099707	Gm8883	0	0	0	8.662064165	0	0	0	0	0
ENSMUSG00000101211	Gm28818	6.494813705	0	0	2.0788954	3.125612925	1.328876086	0	0	0
ENSMUSG00000101848	4933417E11Rik	0	0	0	0	0	1.328876086	0	2.185193601	0
ENSMUSG00000101764	4930556G22Rik	0	0	0	0.692965133	0	0	0	0	0
ENSMUSG00000059483	Gm5528	12.98962741	1.151096487	0.77487338	2.425377966	0.781403231	0	0	2.185193601	2.272499003
ENSMUSG00000101496	Gm8885	16.23703426	3.453289462	2.324620141	3.464825666	7.032629082	5.979942388	7.51527883	24.03712961	6.817497008
ENSMUSG00000102123	Gm4319	0	0	0	7.622616465	3.125612925	3.322190216	0	0	0
ENSMUSG00000039395	Mreg	19.48444112	5.755482437	9.298480565	19.05654116	18.75367755	20.59757934	9.769862479	13.1111616	2.272499003
ENSMUSG00000094655	Gm25360	423.7865943	95.54100846	144.9013221	208.5825051	221.9185177	329.5612694	350.9635214	930.8924739	313.6048624
ENSMUSG00000097131	D230017M19Rik	14.61333084	11.51096487	9.298480565	16.97764576	31.25612925	37.20853042	40.58250568	26.22232321	20.45249102
ENSMUSG00000094050	Gm23472	1.623703426	18.4175438	7.748733804	19.40302373	15.62806463	34.55077824	13.52750189	13.1111616	15.90749302
ENSMUSG00000093956	Gm24497	21.10814454	33.38179814	40.29341578	35.34122179	30.47472602	53.8194815	26.30347591	19.66674241	24.99748903
ENSMUSG00000093843	Gm25939	753.3983898	123.1673242	141.8018286	312.5272751	302.4030505	396.6695118	394.5521386	996.4482819	354.5098444
ENSMUSG00000026189	Pecr	358.8384572	339.5734638	284.3785306	299.3609375	336.7847927	253.8153325	325.4115734	419.5571713	395.4148265
ENSMUSG00000026188	Tmem169	0	0	3.874366902	0	0	1.328876086	0	0	0
ENSMUSG00000026187	Xrcc5	180.2310803	229.068201	189.8439782	80.03747288	96.89400068	110.9611532	118.7414055	166.0747136	161.3474292
ENSMUSG00000039372	March4	0	0	5.424113663	2.425377966	7.814032313	3.986628259	0.751527883	0	0
ENSMUSG00000085812	Gm15843	17.86073769	2.302192975	7.748733804	2.425377966	4.688419388	10.63100869	12.02444613	4.370387201	4.544998006
ENSMUSG00000039354	Smarcal1	2396.586257	2360.898896	2542.359561	3134.281297	2745.850955	2634.496841	2558.952442	2665.936193	2665.64133
ENSMUSG00000046330	Rpl37a	14403.8731	7779.110062	10294.96773	10658.15023	11605.40079	10595.79347	12975.1289	19124.81439	13091.86675
ENSMUSG00000039323	Igfbp2	0	0	0	0	1.562806463	0	0	0	0
ENSMUSG00000026185	Igfbp5	0	0	0	164.2327366	185.9739691	649.8204062	2.254583649	0	0
ENSMUSG00000101968	1700027A15Rik	1.623703426	0	0	0.346482567	0	0	0	0	0
ENSMUSG00000100301	6030407O03Rik	0	0	0	0	1.562806463	0	0	0	0
ENSMUSG00000055322	Tns1	6382.778169	5084.393185	6912.645427	6125.118812	4614.186081	4653.724054	7022.276539	4134.386292	8087.823951
ENSMUSG00000061815	Rufy4	1.623703426	3.453289462	4.649240282	4.850755932	3.907016157	0	0	0	0
ENSMUSG00000026180	Cxcr2	4.871110279	0	0.77487338	0	0	0.664438043	0	0	0
ENSMUSG00000048480	Cxcr1	12.98962741	14.96425434	0	4.504273366	10.15824201	0	8.266806713	15.2963552	13.63499402
ENSMUSG00000087820	Mir1928	1.623703426	6.906578925	0.77487338	4.850755932	0	0	3.006111532	0	13.63499402
ENSMUSG00000006304	Arpc2	91943.83022	78065.06158	76924.77997	68770.2063	69959.0313	76610.37081	83966.70732	82650.57756	72604.07064
ENSMUSG00000064272	Gpbar1	14.61333084	25.32412272	24.02107479	22.52136683	17.97227432	11.29544673	9.769862479	10.925968	13.63499402
ENSMUSG00000006299	Aamp	12728.21116	9238.700408	10931.91365	12530.8885	12068.77291	12531.96593	12137.92684	12368.19578	10935.2652
ENSMUSG00000101503	Gm28364	21.10814454	0	6.198987043	14.20578523	10.93964524	3.322190216	14.27902978	13.1111616	13.63499402
ENSMUSG00000026179	Pnkd	1070.020558	1171.816224	1149.912097	1082.411538	915.0231839	984.0327419	1252.796981	1468.4501	1318.049422
ENSMUSG00000103013	RP23-280F6.5	1.623703426	0	6.973860424	9.355029298	7.032629082	6.644380431	8.266806713	6.555580802	2.272499003
ENSMUSG00000006301	Tmbim1	3666.322337	3497.031129	3351.32737	5487.244407	5108.814326	4327.484975	4281.45435	4473.091301	3781.438341
ENSMUSG00000099931	Gm29358	27.60295825	70.21688573	85.23607184	41.92439056	71.10769405	43.85291085	55.61306334	26.22232321	86.3549621
ENSMUSG00000103403	RP23-280F6.6	1.623703426	3.453289462	3.874366902	12.81985496	31.25612925	2.657752173	12.02444613	10.925968	22.72499003
ENSMUSG00000073650	Catip	29.22666167	28.77741219	30.99493522	42.27087313	39.8515648	34.55077824	70.64362101	56.81503362	22.72499003
ENSMUSG00000026177	Slc11a1	32196.41524	33885.9784	27488.63317	17039.66614	16348.51841	12764.51925	27487.13232	29788.55916	27385.88548
ENSMUSG00000026176	Ctdsp1	6973.806216	5658.790332	6029.289773	6400.572453	6211.374286	5901.538699	6537.541055	6538.099253	7326.536785
ENSMUSG00000065468	Mir26b	6.494813705	1.151096487	4.649240282	7.276133899	3.907016157	12.62432282	2.254583649	4.370387201	9.089996011
ENSMUSG00000026175	Vil1	0	0	0.77487338	6.929651332	7.032629082	9.302132604	2.254583649	0	6.817497008
ENSMUSG00000033364	Usp37	3630.600861	4073.730469	3698.470645	4236.095859	4625.907129	4080.314023	3842.562066	3603.384247	3606.455917
ENSMUSG00000103227	RP23-102B12.2	47.08739936	78.27456115	121.6551207	114.6857295	95.33119422	108.303401	78.91042772	59.00022722	47.72247906
ENSMUSG00000026174	Rqcd1	8738.771841	8308.614446	7923.855188	7539.807132	7971.875766	8177.903435	8875.544299	8834.737727	8024.193979
ENSMUSG00000026173	Plcd4	3.247406853	0	7.748733804	1.385930266	0.781403231	0	6.012223064	0	2.272499003
ENSMUSG00000026135	Zfp142	1375.276802	1681.751968	1975.92712	1743.500275	2017.583143	1722.223408	1718.744269	1348.264452	1956.621641
ENSMUSG00000093155	Gm25035	12.98962741	2.302192975	0	12.4733724	8.595435545	4.651066302	5.260695181	6.555580802	2.272499003
ENSMUSG00000026172	Bcs1l	665.7184048	696.4133749	624.5479446	769.5377804	747.8028924	626.5650747	679.3812063	887.1886019	597.6672377
ENSMUSG00000026171	Rnf25	1191.798315	1062.462058	1208.802473	1219.618634	1068.178217	1161.437699	1217.475171	1263.041901	1424.856875
ENSMUSG00000033276	Stk36	155.8755289	133.5271925	136.377715	119.1900029	113.3034685	199.3314129	124.0021007	148.5931648	159.0749302
ENSMUSG00000033257	Ttll4	1448.343456	1343.329601	1707.046057	2290.596248	2688.808519	1806.607039	1730.768715	1435.672196	1631.654284
ENSMUSG00000026170	Cyp27a1	409.1732634	448.9276301	600.5268698	548.8283855	506.3492939	465.7710682	387.7883876	332.1494273	681.7497008
ENSMUSG00000006542	Prkag3	0	0	0	1.732412833	0	0	0	0	0
ENSMUSG00000033227	Wnt6	76.31406104	185.3265345	120.8802473	27.02564019	42.19577449	47.83953911	72.14667677	135.4820032	115.8974491
ENSMUSG00000099472	Gm29539	14.61333084	14.96425434	13.94772085	11.4339247	3.907016157	14.61763695	6.763750947	6.555580802	22.72499003
ENSMUSG00000089964	Gm16582	0	0	0	0	1.562806463	0	0	0	0
ENSMUSG00000090071	Cdk5r2	1.623703426	0	0	0	0	3.322190216	0	0	0
ENSMUSG00000055197	Fev	0	1.151096487	0	0.346482567	1.562806463	0	0	0	0
ENSMUSG00000006538	Ihh	0	0	8.523607184	4.157790799	2.344209694	0	1.503055766	2.185193601	0
ENSMUSG00000026162	Nhej1	230.5658865	249.7879378	276.6297968	200.9598886	202.3834369	196.6736608	293.8474023	270.9640065	222.7049023
ENSMUSG00000026205	Slc23a3	0	3.453289462	3.099493522	6.236686199	3.907016157	1.328876086	0	0	0
ENSMUSG00000033159	Cnppd1	3439.003857	2958.317973	2993.335868	2849.472628	2684.1201	3001.931079	3186.478224	2860.418423	3192.861099
ENSMUSG00000049339	Fam134a	6813.059577	6524.414891	6075.782176	4991.081372	4448.528596	4702.228031	6289.536853	5841.022495	6272.097248
ENSMUSG00000026197	Zfand2b	1825.042651	2111.110958	1726.417892	1476.015734	1294.785154	1530.200813	1897.607905	1837.747818	1679.376763
ENSMUSG00000026198	Abcb6	40.59258566	23.02192975	27.12056831	16.28468063	26.56770986	15.94651304	9.018334596	19.66674241	18.17999202
ENSMUSG00000099519	Gm29253	0	0	0	0.692965133	0	0.664438043	0	0	0
ENSMUSG00000033124	Atg9a	1427.235312	1588.513153	1464.510689	1139.234679	955.6561519	942.8375832	1258.809204	1031.41138	1486.214348
ENSMUSG00000026199	Ankzf1	909.2739188	1023.324777	1286.289811	1192.592994	1082.243475	1095.658333	920.6216567	850.0403106	1488.486847
ENSMUSG00000026200	Glb1l	652.7287774	712.5287257	1040.65495	817.3523746	747.0214891	689.6866888	692.1571803	592.1874658	974.9020722
ENSMUSG00000026201	Stk16	1927.335967	2388.525211	2485.018931	2393.155088	2189.491854	2263.740413	2610.807866	3078.937783	2520.201394
ENSMUSG00000026202	Tuba4a	6749.735143	8432.932867	6096.703757	3541.398313	3417.076331	3912.211198	6309.828106	7377.213596	5631.252529
ENSMUSG00000026203	Dnajb2	488.7347313	283.1697359	431.6044729	302.4792806	307.0914699	366.7697998	334.429908	270.9640065	370.4173374
ENSMUSG00000026204	Ptprn	826.465044	635.4052611	718.3076236	154.1847421	116.4290815	191.3581564	323.1569897	288.4455553	509.0397766
ENSMUSG00000101840	Gm28294	1.623703426	0	0	0	0	0	0	2.185193601	2.272499003
ENSMUSG00000026209	Dnpep	2653.131399	3586.816655	2613.647912	2361.625174	2294.199887	2264.404851	2527.388271	3168.530721	2986.06369
ENSMUSG00000026208	Des	0	0	0	15.5917155	39.8515648	51.82616737	0	0	0
ENSMUSG00000026207	Speg	8539.056319	9953.531327	10430.57057	7271.629625	8782.190917	7569.278188	8069.906408	9367.924966	10435.31542
ENSMUSG00000033021	Gmppa	2497.25587	2735.005254	2728.329172	2252.829648	2155.110112	2427.192172	2383.846445	2471.453962	2872.438739
ENSMUSG00000033007	Asic4	0	2.302192975	0	0	0	0	0	4.370387201	0
ENSMUSG00000032997	Chpf	34.09777195	18.4175438	15.49746761	33.95529153	53.13541973	47.83953911	12.02444613	6.555580802	54.53997607
ENSMUSG00000026211	Obsl1	0	0	0	17.6706109	23.44209694	19.26870325	0	4.370387201	0
ENSMUSG00000051703	Tmem198	1.623703426	0	0	2.425377966	0.781403231	0	0	2.185193601	0
ENSMUSG00000026213	Stk11ip	3278.257218	3353.144068	3773.633363	4549.316099	4024.226641	4180.644167	4095.075435	3078.937783	4415.465562
ENSMUSG00000082059	Gm15183	0	0	0	0	3.125612925	0	0	0	0
ENSMUSG00000006576	Slc4a3	63.32443363	33.38179814	106.9325265	99.09401405	96.11259745	108.9678391	65.38292582	89.59293763	115.8974491
ENSMUSG00000082012	Gm5257	4.871110279	0	0	0	1.562806463	0	0.751527883	0	2.272499003
ENSMUSG00000026235	Epha4	3.247406853	4.60438595	6.973860424	15.5917155	14.8466614	1.993314129	9.018334596	6.555580802	0
ENSMUSG00000101849	Gm28386	3.247406853	1.151096487	0	0	0	0	0.751527883	0	0
ENSMUSG00000004872	Pax3	0	0	0	1.385930266	1.562806463	0	0	0	0
ENSMUSG00000032908	Sgpp2	1.623703426	0	5.424113663	2.0788954	0	0.664438043	0.751527883	0	0
ENSMUSG00000026245	Farsb	5950.873058	6438.082654	5003.357417	5853.822963	5753.471992	6021.137547	5631.198428	5782.022267	5538.08007
ENSMUSG00000104018	RP24-300L5.1	21.10814454	74.82127168	63.53961719	97.01511865	110.1778556	48.50397715	53.3584797	43.70387201	56.81247507
ENSMUSG00000012187	Mogat1	1.623703426	0	0	7.969099032	2.344209694	3.322190216	9.018334596	0	6.817497008
ENSMUSG00000032883	Acsl3	3003.851339	2943.353718	2970.089667	3423.940723	3516.314541	3557.401283	3444.252288	3236.271723	2963.3387
ENSMUSG00000079470	Utp14b	2734.31657	2454.137711	2782.570309	3654.005147	3899.983528	3440.460187	3107.567796	2845.122068	2713.363809
ENSMUSG00000099377	Gm6159	34.09777195	23.02192975	22.47132803	19.7495063	26.56770986	25.24864564	24.04889226	17.48154881	13.63499402
ENSMUSG00000072978	Gm5830	47.08739936	27.6263157	23.24620141	22.17488426	27.3491131	32.55746411	25.55194802	26.22232321	11.36249501
ENSMUSG00000050711	Scg2	0	0	0	0.692965133	0	0	0	0	0
ENSMUSG00000054702	Ap1s3	1721.125632	1510.238592	1512.552839	653.4661206	692.323263	761.4459974	1324.19213	1140.67106	1306.686927
ENSMUSG00000102235	RP23-337F12.2	34.09777195	1.151096487	27.12056831	6.929651332	3.907016157	5.979942388	9.018334596	15.2963552	18.17999202
ENSMUSG00000073643	Wdfy1	634.8680397	730.9462695	1079.398619	1194.325407	1327.60409	1008.61695	862.0024818	668.6692418	940.8145871
ENSMUSG00000026248	Mrpl44	1826.666355	1968.374994	1574.542709	1468.7396	1489.354559	1560.764963	1724.756492	2084.674695	1765.731725
ENSMUSG00000026249	Serpine2	12.98962741	17.26644731	6.973860424	230.4109068	189.8809852	152.1563119	51.85542393	69.92619522	40.90498205
ENSMUSG00000067106	Gm5529	27.60295825	37.98618409	22.47132803	38.11308233	34.38174218	35.87965433	46.59472875	34.96309761	27.26998803
ENSMUSG00000100397	Gm28071	42.21628909	2.302192975	1.549746761	3.811308233	4.688419388	3.986628259	4.509167298	8.740774403	9.089996011
ENSMUSG00000096297	Gm23934	0	0	0.77487338	1.385930266	0.781403231	2.657752173	0.751527883	0	0
ENSMUSG00000043230	Fam124b	0	0	0	0	0	0	4.509167298	0	0
ENSMUSG00000103404	RP24-193D9.2	3.247406853	9.208771899	2.324620141	10.394477	17.97227432	24.5842076	6.763750947	15.2963552	11.36249501
ENSMUSG00000004364	Cul3	14920.21078	13482.79316	13177.49671	13871.08307	13294.01317	14999.68882	13069.06989	11686.41538	12346.48708
ENSMUSG00000103076	RP24-193D9.4	76.31406104	111.6563593	217.7394199	226.5995986	172.6901141	182.7204619	123.2505728	91.77813123	188.6174172
ENSMUSG00000103525	RP24-193D9.3	51.95850964	58.70592086	99.95866607	101.1729094	136.7455655	89.69913583	72.14667677	50.25945281	104.5349541
ENSMUSG00000101722	Gm29125	0	0	9.298480565	3.811308233	0	0	1.503055766	0	4.544998006
ENSMUSG00000090637	Gm6189	29.22666167	1.151096487	13.17284747	3.811308233	9.376838776	5.315504345	6.763750947	6.555580802	4.544998006
ENSMUSG00000038608	Dock10	19479.57001	19263.59972	20916.15716	25338.61658	27907.035	20515.85346	19290.96923	17582.06771	21431.93809
ENSMUSG00000103192	RP23-328G14.3	24.3555514	29.92850867	9.298480565	78.30506005	118.7732912	28.57083586	18.03666919	15.2963552	27.26998803
ENSMUSG00000104488	RP23-328G14.2	35.72147538	26.47521921	41.84316254	175.6666613	273.491131	50.49729128	45.84320087	32.77790401	56.81247507
ENSMUSG00000102721	RP23-328G14.1	53.58221307	67.91469276	69.73860424	236.3011104	353.9756638	116.9410956	99.20168056	98.33371203	109.0799521
ENSMUSG00000099949	Gm29124	0	3.453289462	0	1.0394477	0	0.664438043	0	0	0
ENSMUSG00000054976	Nyap2	0	49.49714896	30.22006184	24.60026223	89.07996837	58.4705478	33.06722685	30.59271041	20.45249102
ENSMUSG00000087008	Gm5530	4.871110279	3.453289462	9.298480565	7.622616465	4.688419388	14.61763695	4.509167298	6.555580802	9.089996011
ENSMUSG00000100561	Gm7516	9.742220558	4.60438595	0	2.0788954	8.595435545	3.986628259	6.012223064	10.925968	2.272499003
ENSMUSG00000055980	Irs1	0	1.151096487	3.874366902	24.9467448	59.38664558	69.10155649	2.254583649	0	11.36249501
ENSMUSG00000026142	Rhbdd1	2761.919528	2525.505693	2321.520648	1698.111059	1812.855497	1780.693956	2340.257828	2211.415924	2195.234037
ENSMUSG00000104493	RP23-430H22.1	27.60295825	28.77741219	65.86423733	78.99802518	84.39154898	37.87296846	36.82486627	21.85193601	24.99748903
ENSMUSG00000067158	Col4a4	11.36592398	1.151096487	16.27234099	2.771860533	4.688419388	0.664438043	0	10.925968	20.45249102
ENSMUSG00000079465	Col4a3	6.494813705	20.71973677	5.424113663	0	0	0	18.03666919	19.66674241	4.544998006
ENSMUSG00000097564	C430014B12Rik	14.61333084	39.13728057	51.91651649	54.39776296	41.41437126	21.26201738	38.32792203	43.70387201	11.36249501
ENSMUSG00000026150	Mff	7980.502341	8264.87278	8814.959575	7786.502719	7692.133409	8064.948968	9270.847965	9214.961414	7574.239176
ENSMUSG00000101450	Gm28941	38.96888223	56.40372788	83.68632508	79.34450775	66.41927466	54.48391954	46.59472875	61.18542082	63.62997208
ENSMUSG00000026149	Tm4sf20	4.871110279	0	0	0	0	0	0	0	0
ENSMUSG00000102280	RP23-404A6.5	0	0	0	0	1.562806463	0	0	0	0
ENSMUSG00000100744	Gm17764	1.623703426	0	0	0.346482567	0	0	0	0	0
ENSMUSG00000026159	Agfg1	10649.87077	11258.87474	9698.315229	11482.08577	11213.13637	12399.74276	9941.210837	10161.15024	9689.935748
ENSMUSG00000101784	Gm7553	0	1.151096487	0	2.771860533	0	0.664438043	0.751527883	0	0
ENSMUSG00000100432	Gm7539	4.871110279	0	0	0	1.562806463	0	2.254583649	2.185193601	0
ENSMUSG00000101173	Gm29519	0	0	0	0.692965133	0	0	0	0	0
ENSMUSG00000026163	Sphkap	0	0	0	4.157790799	0.781403231	0	0	0	0
ENSMUSG00000079140	Gm6374	0	2.302192975	0	1.385930266	2.344209694	0.664438043	0.751527883	0	0
ENSMUSG00000045658	Pid1	46597.04093	45530.47046	42531.2501	18006.3525	15621.8134	20911.85853	40199.22646	40452.30393	37212.17117
ENSMUSG00000102750	RP23-81L22.3	144.5096049	316.551534	413.7823851	317.0315484	295.3704214	151.4918738	298.3565696	128.9264224	309.0598644
ENSMUSG00000098851	Mir6353	45.46369594	52.95043842	107.7073999	78.99802518	55.47962942	43.85291085	25.55194802	43.70387201	63.62997208
ENSMUSG00000036766	Dner	3585.137165	3225.372358	3137.462317	167.6975622	61.73085527	255.1442086	1584.972305	1376.671968	1720.281745
ENSMUSG00000104396	RP23-147I4.1	3.247406853	10.35986839	7.748733804	3.464825666	0.781403231	0	12.77597401	0	6.817497008
ENSMUSG00000102481	RP24-208F6.1	4.871110279	8.057675412	18.59696113	0	0	0	12.02444613	0	2.272499003
ENSMUSG00000093254	Mir5126	0	10.35986839	0.77487338	0.346482567	1.562806463	0	4.509167298	13.1111616	0
ENSMUSG00000026219	Trip12	35740.95982	33453.16612	32113.0775	31539.26859	33791.78274	30814.64313	30315.88327	29987.41178	30626.46906
ENSMUSG00000103505	RP23-447L15.2	40.59258566	41.43947355	65.08936395	86.62064165	109.3964524	58.4705478	60.87375853	10.925968	43.17748105
ENSMUSG00000104503	RP23-447L15.3	47.08739936	78.27456115	94.53455241	152.1058467	217.2300983	112.2900293	90.93487385	34.96309761	102.2624551
ENSMUSG00000073633	Fbxo36	243.555514	202.5929818	187.5193581	154.8777073	159.4062592	180.0627097	152.5601603	157.3339392	268.1548823
ENSMUSG00000026220	Slc16a14	8.118517132	5.755482437	3.099493522	0	0	0	4.509167298	2.185193601	0
ENSMUSG00000096802	Gm15433	0	0	0.77487338	0	0	2.657752173	0	0	0
ENSMUSG00000099693	Gm29284	4.871110279	0	2.324620141	0	0	1.328876086	0	0	0
ENSMUSG00000052477	C130026I21Rik	146.1333084	55.2526314	104.6079064	129.2379973	92.2055813	125.5787902	158.5723833	69.92619522	109.0799521
ENSMUSG00000064281	Rpl19-ps1	263.0399551	70.21688573	112.3566402	97.36160121	157.0620495	114.2833434	140.5357141	211.9637793	120.4424471
ENSMUSG00000061852	Gm7582	0	0	0	1.0394477	5.469822619	1.993314129	0.751527883	0	0
ENSMUSG00000089976	Gm2389	0	1.151096487	0	0.346482567	0	0.664438043	0	0	0
ENSMUSG00000101279	Gm18342	3.247406853	0	10.07335395	16.28468063	3.125612925	1.328876086	6.012223064	2.185193601	9.089996011
ENSMUSG00000089844	A530032D15Rik	64.94813705	37.98618409	82.9114517	80.73043802	91.42417806	65.11492823	47.34625663	56.81503362	22.72499003
ENSMUSG00000072109	A530040E14Rik	12.98962741	21.87083326	6.198987043	6.583168765	9.376838776	5.979942388	9.018334596	28.40751681	6.817497008
ENSMUSG00000089716	Gm6264	0	0	0.77487338	5.543721066	1.562806463	3.986628259	0	0	0
ENSMUSG00000079457	Gm7609	1.623703426	0	2.324620141	0	0	0	2.254583649	2.185193601	0
ENSMUSG00000090252	Gm16028	0	0	0	0	0	1.993314129	2.254583649	0	0
ENSMUSG00000079455	Gm16026	14.61333084	5.755482437	4.649240282	3.464825666	10.93964524	3.986628259	7.51527883	6.555580802	2.272499003
ENSMUSG00000089652	Gm16025	0	0	4.649240282	0	0	1.328876086	0	2.185193601	2.272499003
ENSMUSG00000089937	Gm7281	17.86073769	6.906578925	10.84822733	23.9072971	9.376838776	24.5842076	19.53972496	8.740774403	2.272499003
ENSMUSG00000101751	Gm2427	3.247406853	1.151096487	3.874366902	9.355029298	6.251225851	3.986628259	5.260695181	0	0
ENSMUSG00000089714	Gm16092	4.871110279	0	0	1.0394477	1.562806463	0	0	2.185193601	0
ENSMUSG00000090186	Gm7592	9.742220558	1.151096487	6.198987043	0.346482567	0	0	0.751527883	6.555580802	0
ENSMUSG00000094127	G530012D18Rik	9.742220558	1.151096487	0	1.0394477	0	0.664438043	0	0	2.272499003
ENSMUSG00000070034	Sp110	4107.969669	3954.016434	4543.857503	5009.444948	5189.298859	4985.278638	4449.796595	4459.980139	4070.045714
ENSMUSG00000090103	Gm16094	6.494813705	5.755482437	17.04721437	13.85930266	15.62806463	13.28876086	12.77597401	2.185193601	9.089996011
ENSMUSG00000070031	Sp140	2636.894364	2458.742097	2750.025627	3132.548885	3011.528054	3019.870906	3009.117644	2381.861025	2961.066201
ENSMUSG00000073628	Gm10552	9.742220558	10.35986839	0	6.929651332	5.469822619	2.657752173	1.503055766	0	0
ENSMUSG00000090246	Gm17017	8.118517132	11.51096487	4.649240282	3.118343099	15.62806463	8.637694561	1.503055766	15.2963552	6.817497008
